client,street,city,zip,sales_2017,sales_2018,address,tier,sales_potential,trend,h1_2018,h1_2019,lat,lon,account_owner,inpex_mah
Client example 1379,,,,83,"2,933",example address 1379,Tier 4,,Extreme Loss (-50+),"2,669",,41.323622,-83.020207,Owner example 1379,type 2
Client example 1380,,,,,"37,107",example address 1380,Tier 3,,Moderate Growth (5 to 19),"18,699","21,374",40.2891869,-83.0183387,Owner example 1380,type 1
Client example 1381,,,,,"8,747",example address 1381,Tier 4,,Extreme Loss (-50+),"6,416","2,811",39.9565654,-83.0162055,Owner example 1381,type 1
Client example 1382,,,,,,example address 1382,,,,,,40.103213,-83.0035087,Owner example 1382,type 2
Client example 1383,,,,,"42,457",example address 1383,Tier 3,,Moderate Loss (-19 to -5),"20,451","18,687",40.0570636,-82.9997517,Owner example 1383,type 1
Client example 1384,,,,,"16,941",example address 1384,Tier 3,,Major Growth (20 to 49),"8,784","12,214",40.087814,-82.999185,Owner example 1384,type 1
Client example 1385,,,,,577,example address 1385,,,Extreme Growth (50+),119,385,42.6257571,-82.9913973,Owner example 1385,type 1
Client example 1386,,,,,"6,366",example address 1386,Tier 4,,Extreme Growth (50+),"1,306","2,013",38.8068606,-82.9860948,Owner example 1386,type 1
Client example 1387,,,,,,example address 1387,,,,,,40.334812,-82.97864,Owner example 1387,type 2
Client example 1388,,,,20,,example address 1388,,,No Sales,,,42.4887498,-82.9730582,Owner example 1388,type 2
Client example 1389,,,,,"170,318",example address 1389,Tier 1,,Moderate Loss (-19 to -5),"90,873","78,274",40.0561157,-82.9709068,Owner example 1389,type 1
Client example 1390,,,,,302,example address 1390,,,No Sales,,,42.6835794,-82.9587342,Owner example 1390,type 2
Client example 1391,,,,,,example address 1391,,,,,,42.5064976,-82.9467738,Owner example 1391,type 2
Client example 1392,,,,,,example address 1392,,,,,,39.589451,-82.9437763,Owner example 1392,type 2
Client example 1393,,,,83,72,example address 1393,,High,No Growth (-4 to 4),10,10,39.889519,-82.939947,Owner example 1393,type 2
Client example 1394,,,,,,example address 1394,,High,Extreme Growth (50+),,550,40.8337857,-82.9370443,Owner example 1394,type 2
Client example 1395,,,,83,"18,625",example address 1395,Tier 3,Low,Major Growth (20 to 49),"9,092","12,097",39.3565806,-82.9236489,Owner example 1395,type 2
Client example 1396,,,,,"10,079",example address 1396,Tier 3,,No Growth (-4 to 4),"5,814","5,565",40.0785529,-82.9199853,Owner example 1396,type 1
Client example 1397,,,,98,"15,423",example address 1397,Tier 3,Low,Major Loss (-49 to -20),"9,141","7,100",40.0026726,-82.9171692,Owner example 1397,type 2
Client example 1398,,,,83,980,example address 1398,,High,Major Growth (20 to 49),297,414,42.6187486,-82.8977214,Owner example 1398,type 2
Client example 1399,,,,,,example address 1399,,,,,,41.522336,-82.8846675,Owner example 1399,type 2
Client example 1400,,,,,,example address 1400,,,,,,40.549945,-82.826832,Owner example 1400,type 2
Client example 1401,,,,,,example address 1401,,,,,,40.0438235,-82.8210371,Owner example 1401,type 2
Client example 1402,,,,,,example address 1402,,,,,,41.504738,-82.771669,Owner example 1402,type 2
Client example 1403,,,,,,example address 1403,,,,,,39.9545814,-82.7593749,Owner example 1403,type 2
Client example 1404,,,,83,842,example address 1404,,,Extreme Loss (-50+),800,,38.4001166,-82.7141438,Owner example 1404,type 2
Client example 1405,,,,,"1,584",example address 1405,Tier 4,Moderate,Extreme Growth (50+),268,666,43.4247615,-82.6761525,Owner example 1405,type 2
Client example 1406,,,,160,1001,example address 1406,,,Extreme Loss (-50+),15,,40.0230233,-82.6566359,Owner example 1406,type 2
Client example 1407,,,,,"5,199",example address 1407,Tier 4,,Extreme Loss (-50+),"2,742",68,39.0526235,-82.6387642,Owner example 1407,type 1
Client example 1408,,,,,,example address 1408,,,,,,40.3527569,-82.636411,Owner example 1408,type 2
Client example 1409,,,,3644,755,example address 1409,,,Extreme Loss (-50+),475,,40.7597383,-82.6232097,Owner example 1409,type 2
Client example 1410,,,,83,"3,266",example address 1410,Tier 4,Moderate,Extreme Growth (50+),584,"2,171",39.7427642,-82.5878143,Owner example 1410,type 2
Client example 1411,,,,,"11,592",example address 1411,Tier 3,,Major Growth (20 to 49),"5,014","7,024",39.7423129,-82.5875074,Owner example 1411,type 1
Client example 1412,,,,,,example address 1412,,,,,,40.130337,-82.585372,Owner example 1412,type 2
Client example 1413,,,,470,73,example address 1413,,High,Extreme Growth (50+),31,128,42.998994,-82.579526,Owner example 1413,type 2
Client example 1414,,,,433,"4,668",example address 1414,Tier 4,Moderate,Major Growth (20 to 49),"2,517","3,084",40.7830297,-82.5701034,Owner example 1414,type 2
Client example 1415,,,,83,"6,004",example address 1415,Tier 4,Moderate,Extreme Growth (50+),"2,450","3,763",40.3753775,-82.5051492,Owner example 1415,type 2
Client example 1416,,,,1534,"3,966",example address 1416,Tier 4,Moderate,Major Loss (-49 to -20),890,608,40.3762423,-82.5014583,Owner example 1416,type 2
Client example 1417,,,,,291,example address 1417,,,No Sales,,,38.4538745,-82.4928544,Owner example 1417,type 2
Client example 1418,,,,,"24,490",example address 1418,Tier 3,,Moderate Growth (5 to 19),"17,120","18,674",40.0303446,-82.481156,Owner example 1418,type 1
Client example 1419,,,,,"4,294",example address 1419,Tier 4,,Extreme Growth (50+),"1,377","2,506",40.0303446,-82.481156,Owner example 1419,type 1
Client example 1420,,,,343,181,example address 1420,,,Extreme Loss (-50+),18,,40.4032917,-82.4479405,Owner example 1420,type 2
Client example 1421,,,,433,392,example address 1421,,High,Extreme Growth (50+),,594,42.9767722,-82.4214367,Owner example 1421,type 2
Client example 1422,,,,,,example address 1422,,,,,,40.0581205,-82.4012642,Owner example 1422,type 2
Client example 1423,,,,956,"1,056",example address 1423,Tier 4,,No Sales,,,40.8518065,-82.342773,Owner example 1423,type 2
Client example 1424,,,,83,498,example address 1424,,Moderate,Major Growth (20 to 49),456,651,40.8512956,-82.3421796,Owner example 1424,type 2
Client example 1425,,,,,"1,128",example address 1425,Tier 4,,Extreme Loss (-50+),500,,38.8538904,-82.2354407,Owner example 1425,type 2
Client example 1426,,,,,"1,128",example address 1426,Tier 4,,Extreme Loss (-50+),500,,38.8538904,-82.2354407,Owner example 1426,type 1
Client example 1427,,,,1338,150,example address 1427,,High,Major Loss (-49 to -20),97,51,41.2722378,-82.195677,Owner example 1427,type 2
Client example 1428,,,,83,"1,441",example address 1428,Tier 4,High,Extreme Loss (-50+),700,176,41.3724858,-82.1473097,Owner example 1428,type 2
Client example 1429,,,,83,"6,352",example address 1429,Tier 4,Low,Major Growth (20 to 49),"2,902","4,132",39.394291,-82.1219513,Owner example 1429,type 2
Client example 1430,,,,4854,680,example address 1430,,Moderate,Major Growth (20 to 49),253,344,41.449745,-82.069068,Owner example 1430,type 2
Client example 1431,,,,,,example address 1431,,,,,,41.5063668,-82.044417,Owner example 1431,type 2
Client example 1432,,,,1069,"3,019",example address 1432,Tier 4,Low,Moderate Loss (-19 to -5),"1,249","1,102",41.3146631,-82.0421826,Owner example 1432,type 2
Client example 1433,,,,,"71,518",example address 1433,Tier 2,,Major Loss (-49 to -20),"34,293","27,425",39.9581742,-82.0336075,Owner example 1433,type 1
Client example 1434,,,,2962,"1,447",example address 1434,Tier 4,Low,Extreme Growth (50+),592,"1,263",39.986549,-82.0067151,Owner example 1434,type 2
Client example 1435,,,,,322,example address 1435,,,Extreme Loss (-50+),280,,39.986549,-82.0067151,Owner example 1435,type 2
Client example 1436,,,,,"6,075",example address 1436,Tier 4,,Extreme Growth (50+),"2,053","3,369",40.8677356,-81.9595022,Owner example 1436,type 1
Client example 1437,,,,83,"4,904",example address 1437,Tier 4,Moderate,Extreme Growth (50+),"2,233","3,820",40.8070328,-81.9591609,Owner example 1437,type 2
Client example 1438,,,,7338,62,example address 1438,,,No Sales,,,41.3543253,-81.9539291,Owner example 1438,type 2
Client example 1439,,,,83,629,example address 1439,,High,Moderate Loss (-19 to -5),273,251,41.1245208,-81.8915229,Owner example 1439,type 2
Client example 1440,,,,83,84,example address 1440,,,Extreme Loss (-50+),20,,40.160995,-81.883495,Owner example 1440,type 2
Client example 1441,,,,103,"1,461",example address 1441,Tier 4,Moderate,Extreme Growth (50+),790,"1,523",41.3837053,-81.8673535,Owner example 1441,type 2
Client example 1442,,,,,,example address 1442,,,,,,41.3748607,-81.8578442,Owner example 1442,type 2
Client example 1443,,,,,,example address 1443,,,,,,41.3155966,-81.8524669,Owner example 1443,type 2
Client example 1444,,,,,,example address 1444,,,,,,41.4213897,-81.8427981,Owner example 1444,type 2
Client example 1445,,,,-79,"9,056",example address 1445,Tier 4,Moderate,Moderate Loss (-19 to -5),"4,223","3,471",41.0335614,-81.8350118,Owner example 1445,type 2
Client example 1446,,,,,,example address 1446,,,,,,41.4113757,-81.7808267,Owner example 1446,type 2
Client example 1447,,,,,,example address 1447,,,,,,41.4281693,-81.7562056,Owner example 1447,type 2
Client example 1448,,,,20,,example address 1448,,,,,,41.125055,-81.753549,Owner example 1448,type 2
Client example 1449,,,,,"41,613",example address 1449,Tier 3,,Extreme Loss (-50+),"26,811","4,621",41.479408,-81.746497,Owner example 1449,type 1
Client example 1450,,,,,291,example address 1450,,,Extreme Loss (-50+),249,,41.3776068,-81.7393021,Owner example 1450,type 1
Client example 1451,,,,,"15,518",example address 1451,Tier 3,,Major Loss (-49 to -20),"11,358","6,154",41.3886412,-81.7294702,Owner example 1451,type 1
Client example 1452,,,,83,106,example address 1452,,,No Sales,,,41.3934995,-81.7113357,Owner example 1452,type 2
Client example 1453,,,,,"12,473",example address 1453,Tier 3,,Major Loss (-49 to -20),"7,631","4,041",41.4794412,-81.6968872,Owner example 1453,type 1
Client example 1454,,,,,"11,343",example address 1454,Tier 3,,Major Loss (-49 to -20),"5,132","2,670",41.4571902,-81.6448161,Owner example 1454,type 1
Client example 1455,,,,,"32,693",example address 1455,Tier 3,,Extreme Growth (50+),"13,204","20,114",41.3957971,-81.6193588,Owner example 1455,type 1
Client example 1456,,,,,,example address 1456,,,,,,41.4124704,-81.6014292,Owner example 1456,type 2
Client example 1457,,,,,"4,699",example address 1457,Tier 4,,Extreme Growth (50+),"3,317","13,813",41.11414,-81.5768227,Owner example 1457,type 1
Client example 1458,,,,,"49,023",example address 1458,Tier 3,,Moderate Growth (5 to 19),"27,169","30,869",41.1478474,-81.5442801,Owner example 1458,type 1
Client example 1459,,,,,,example address 1459,,,,,,41.3254239,-81.5407657,Owner example 1459,type 2
Client example 1460,,,,83,62,example address 1460,,,Extreme Loss (-50+),20,,41.0726632,-81.5329865,Owner example 1460,type 2
Client example 1461,,,,,,example address 1461,,,,,,40.8093657,-81.5179185,Owner example 1461,type 2
Client example 1462,,,,,,example address 1462,,,,,,41.1012113,-81.5171468,Owner example 1462,type 2
Client example 1463,,,,,,example address 1463,,,,,,41.1429503,-81.5138885,Owner example 1463,type 2
Client example 1464,,,,,"77,558",example address 1464,Tier 2,,No Growth (-4 to 4),"47,306","47,355",41.1815861,-81.5089953,Owner example 1464,type 1
Client example 1465,,,,183,,example address 1465,,Low,Extreme Growth (50+),,"3,200",41.5981089,-81.5065037,Owner example 1465,type 2
Client example 1466,,,,1547,338,example address 1466,,High,Moderate Growth (5 to 19),159,184,41.123423,-81.483614,Owner example 1466,type 2
Client example 1467,,,,,,example address 1467,,,,,,40.507452,-81.465411,Owner example 1467,type 2
Client example 1468,,,,,342,example address 1468,,,Extreme Growth (50+),120,619,40.9480025,-81.4638166,Owner example 1468,type 1
Client example 1469,,,,11,,example address 1469,,High,Extreme Growth (50+),,64,41.4932198,-81.460856,Owner example 1469,type 2
Client example 1470,,,,,104,example address 1470,,,Extreme Loss (-50+),62,,40.8874101,-81.4591183,Owner example 1470,type 2
Client example 1471,,,,582,128,example address 1471,,,Extreme Loss (-50+),86,,41.5295935,-81.4522961,Owner example 1471,type 2
Client example 1472,,,,83,"5,043",example address 1472,Tier 4,Moderate,Extreme Growth (50+),"2,121","3,484",41.2833425,-81.441833,Owner example 1472,type 2
Client example 1473,,,,83,"1,260",example address 1473,Tier 4,Moderate,Major Loss (-49 to -20),471,339,41.395864,-81.410506,Owner example 1473,type 2
Client example 1474,,,,,"1,122",example address 1474,Tier 4,Moderate,Extreme Growth (50+),,"3,800",39.410123,-81.396855,Owner example 1474,type 2
Client example 1475,,,,,"3,685",example address 1475,Tier 4,,Extreme Growth (50+),,"3,313",40.8219026,-81.3921352,Owner example 1475,type 1
Client example 1476,,,,,"2,458",example address 1476,Tier 4,Moderate,Extreme Growth (50+),451,"1,943",40.678555,-81.378643,Owner example 1476,type 2
Client example 1477,,,,,149,example address 1477,,,Extreme Growth (50+),,"2,602",40.4974861,-81.3766958,Owner example 1477,type 1
Client example 1478,,,,15202,392,example address 1478,,,Extreme Loss (-50+),350,,41.665905,-81.3710263,Owner example 1478,type 2
Client example 1479,,,,,,example address 1479,,,,,,41.569184,-81.370621,Owner example 1479,type 2
Client example 1480,,,,,"17,048",example address 1480,Tier 3,,Moderate Loss (-19 to -5),"9,880","8,805",40.8089988,-81.3530469,Owner example 1480,type 1
Client example 1481,,,,,,example address 1481,,,,,,41.7178555,-81.3453773,Owner example 1481,type 2
Client example 1482,,,,,,example address 1482,,,,,,41.4173523,-81.3393076,Owner example 1482,type 2
Client example 1483,,,,2540,457,example address 1483,,High,Extreme Growth (50+),,169,41.4469995,-81.3375896,Owner example 1483,type 2
Client example 1484,,,,199,141,example address 1484,,,Extreme Loss (-50+),99,,41.564215,-81.3214859,Owner example 1484,type 2
Client example 1485,,,,83,"22,193",example address 1485,Tier 3,Moderate,Major Growth (20 to 49),"11,795","17,542",40.839153,-81.306805,Owner example 1485,type 2
Client example 1486,,,,,"3,006",example address 1486,Tier 4,,Major Growth (20 to 49),"2,077","3,092",41.2108588,-81.2573103,Owner example 1486,type 1
Client example 1487,,,,,"4,862",example address 1487,Tier 4,,Moderate Loss (-19 to -5),"2,905","2,399",41.2109901,-81.2560648,Owner example 1487,type 1
Client example 1488,,,,20,,example address 1488,,,,,,41.5726482,-81.247193,Owner example 1488,type 2
Client example 1489,,,,,,example address 1489,,,,,,41.7617893,-81.1871841,Owner example 1489,type 2
Client example 1490,,,,83,"2,597",example address 1490,Tier 4,High,Moderate Loss (-19 to -5),979,933,39.7221607,-81.098299,Owner example 1490,type 2
Client example 1491,,,,4477,497,example address 1491,,Moderate,Extreme Growth (50+),245,420,39.7805922,-81.0956212,Owner example 1491,type 2
Client example 1492,,,,,"2,040",example address 1492,Tier 4,Low,No Growth (-4 to 4),"1,998","1,998",40.5720121,-81.0862017,Owner example 1492,type 2
Client example 1493,,,,83,"1,561",example address 1493,Tier 4,Low,Major Growth (20 to 49),919,"1,219",41.166043,-81.061558,Owner example 1493,type 2
Client example 1494,,,,20,,example address 1494,,,,,,40.0723732,-80.9799138,Owner example 1494,type 2
Client example 1495,,,,3298,148,example address 1495,,Moderate,Extreme Growth (50+),,128,41.7481579,-80.905296,Owner example 1495,type 2
Client example 1496,,,,,182,example address 1496,,,No Sales,,,41.0380992,-80.8399197,Owner example 1496,type 2
Client example 1497,,,,,62,example address 1497,,,No Sales,,,41.336813,-80.780343,Owner example 1497,type 2
Client example 1498,,,,7163,"1,524",example address 1498,Tier 4,High,Extreme Loss (-50+),"1,482",424,41.2515035,-80.7611611,Owner example 1498,type 2
Client example 1499,,,,,"17,202",example address 1499,Tier 3,,Major Growth (20 to 49),"15,769","19,920",40.944246,-80.7393802,Owner example 1499,type 1
Client example 1500,,,,,,example address 1500,,,,,,41.3303615,-80.7298635,Owner example 1500,type 2
Client example 1501,,,,83,"9,065",example address 1501,Tier 4,Moderate,Extreme Loss (-50+),"7,161","1,775",40.3603314,-80.7090449,Owner example 1501,type 2
Client example 1502,,,,83,"3,662",example address 1502,Tier 4,Moderate,Extreme Growth (50+),"1,525","2,478",41.0933203,-80.7084039,Owner example 1502,type 2
Client example 1503,,,,,"8,362",example address 1503,Tier 4,,Extreme Growth (50+),"2,599","4,935",41.8893728,-80.6967938,Owner example 1503,type 1
